genre1,genre2,similarity,criterion,co_occurrences
Drum & Bass,Hard Dance - Hardcore - Neo Rave,0.3483910434189391,frequent_cooccurrence,3.0
Breaks - Breakbeat - UK Bass,Dubstep,0.3462716040039078,frequent_cooccurrence,3.0
Psy-Trance,Techno (Raw - Deep - Hypnotic),0.33927453490567916,frequent_cooccurrence,4.0
Electronica,Trance (Raw - Deep - Hypnotic),0.33831774334674203,frequent_cooccurrence,3.0
Minimal - Deep Tech,Techno (Raw - Deep - Hypnotic),0.3325369683938889,frequent_cooccurrence,4.0
Bass - Club,Jackin House,0.32393571036116087,frequent_cooccurrence,5.0
Bass - Club,Bass House,0.32300056759135665,frequent_cooccurrence,5.0
Deep House,Techno (Raw - Deep - Hypnotic),0.3215427357800802,frequent_cooccurrence,4.0
Techno (Peak Time - Driving),Techno (Raw - Deep - Hypnotic),0.31984464969934234,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,DJ Tools,0.31617588880453407,frequent_cooccurrence,3.0
Bass House,House,0.3131665511221966,frequent_cooccurrence,5.0
Downtempo,Indie Dance,0.3130984000621868,frequent_cooccurrence,7.0
Bass House,Deep House,0.30649433976896456,frequent_cooccurrence,5.0
Dance - Pop,Nu Disco - Disco,0.30560528441253165,frequent_cooccurrence,5.0
Downtempo,Organic House,0.3039224972841327,frequent_cooccurrence,6.0
Dubstep,Hard Techno,0.3037511516796345,frequent_cooccurrence,3.0
Dance - Pop,Melodic House & Techno,0.3009393269364945,frequent_cooccurrence,5.0
Progressive House,Techno (Peak Time - Driving),0.29658411876697677,frequent_cooccurrence,4.0
Breaks - Breakbeat - UK Bass,Electro (Classic - Detroit - Modern),0.2959266686585388,frequent_cooccurrence,5.0
Dance - Pop,Hard Techno,0.2948863712122384,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Funky House,0.28659213908139924,frequent_cooccurrence,5.0
Progressive House,Techno (Raw - Deep - Hypnotic),0.28476163316033065,frequent_cooccurrence,4.0
Afro House,Amapiano,0.2847310984149236,frequent_cooccurrence,5.0
Amapiano,Downtempo,0.2768494433329576,frequent_cooccurrence,5.0
Bass - Club,Breaks - Breakbeat - UK Bass,0.27212848180728477,frequent_cooccurrence,6.0
Bass House,Trap - Future Bass,0.27191706814472827,frequent_cooccurrence,5.0
Ambient - Experimental,Hard Techno,0.26738147456877714,frequent_cooccurrence,5.0
Ambient - Experimental,Trance (Raw - Deep - Hypnotic),0.26683921322898496,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,Bass House,0.2655511254236189,frequent_cooccurrence,4.0
Indie Dance,Jackin House,0.2638840397438551,frequent_cooccurrence,5.0
Melodic House & Techno,Trance (Raw - Deep - Hypnotic),0.26072035094160173,frequent_cooccurrence,3.0
Afro House,Trance (Raw - Deep - Hypnotic),0.259253881256713,frequent_cooccurrence,3.0
Deep House,Organic House,0.25590306328996604,frequent_cooccurrence,5.0
Melodic House & Techno,Organic House,0.2532872006995457,frequent_cooccurrence,4.0
Indie Dance,Psy-Trance,0.2513437166011844,frequent_cooccurrence,5.0
Amapiano,Nu Disco - Disco,0.24979105041855054,frequent_cooccurrence,5.0
Electronica,Trance (Main Floor),0.24808374161190772,frequent_cooccurrence,5.0
Indie Dance,Progressive House,0.24447146863174585,frequent_cooccurrence,6.0
Breaks - Breakbeat - UK Bass,Jackin House,0.2430325194355607,frequent_cooccurrence,5.0
Ambient - Experimental,Progressive House,0.24264009395024233,frequent_cooccurrence,6.0
Dance - Pop,House,0.23844074835243878,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Organic House,0.23693603679430764,frequent_cooccurrence,6.0
Bass House,Indie Dance,0.23419224468750244,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Jackin House,0.23378179558086576,frequent_cooccurrence,4.0
House,UK Garage - Bassline,0.23338179161815953,frequent_cooccurrence,5.0
Hard Techno,Trance (Raw - Deep - Hypnotic),0.22832231637055966,frequent_cooccurrence,3.0
Bass - Club,Downtempo,0.22784670604676138,frequent_cooccurrence,7.0
Mainstage,Trance (Raw - Deep - Hypnotic),0.22610520641215337,frequent_cooccurrence,3.0
Progressive House,Psy-Trance,0.22464660804983239,frequent_cooccurrence,5.0
Dance - Pop,Electronica,0.22305352312735804,frequent_cooccurrence,5.0
Bass - Club,Trap - Future Bass,0.2197843988466055,frequent_cooccurrence,5.0
Bass House,Drum & Bass,0.21792338445099568,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,Amapiano,0.21670135746106478,frequent_cooccurrence,4.0
Afro House,Trance (Main Floor),0.21429591399452708,frequent_cooccurrence,5.0
Drum & Bass,Funky House,0.21359218144312353,frequent_cooccurrence,3.0
Funky House,Tech House,0.21100731965862807,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Trap - Future Bass,0.20860939153587688,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Tech House,0.2016264707895259,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Psy-Trance,0.20124851530654453,frequent_cooccurrence,4.0
Dance - Pop,Techno (Peak Time - Driving),0.19875260898287928,frequent_cooccurrence,5.0
Deep House,Downtempo,0.19708182199816937,frequent_cooccurrence,6.0
Afro House,Dance - Pop,0.19288305372167014,frequent_cooccurrence,5.0
Bass House,Funky House,0.1879808763845614,frequent_cooccurrence,5.0
Electronica,Nu Disco - Disco,0.18656170291863727,frequent_cooccurrence,5.0
Hard Techno,Melodic House & Techno,0.18649421835778868,frequent_cooccurrence,5.0
Electronica,Techno (Peak Time - Driving),0.18523244320269572,frequent_cooccurrence,5.0
Downtempo,Psy-Trance,0.1845667982195387,frequent_cooccurrence,5.0
Drum & Bass,Mainstage,0.18355329737304515,frequent_cooccurrence,3.0
House,Indie Dance,0.18231261903017848,frequent_cooccurrence,5.0
Psy-Trance,Trance (Main Floor),0.18230851450332464,frequent_cooccurrence,5.0
Drum & Bass,UK Garage - Bassline,0.18123923950419885,frequent_cooccurrence,3.0
Electronica,Progressive House,0.18033412976156704,frequent_cooccurrence,4.0
Ambient - Experimental,Mainstage,0.17721146738195603,frequent_cooccurrence,5.0
Amapiano,Electronica,0.17472432725072584,frequent_cooccurrence,5.0
Dance - Pop,Hard Dance - Hardcore - Neo Rave,0.17193512778382825,frequent_cooccurrence,5.0
Dubstep,Trance (Main Floor),0.17118500497208267,frequent_cooccurrence,3.0
Drum & Bass,Hard Techno,0.16851920650037533,frequent_cooccurrence,3.0
Indie Dance,Trance (Raw - Deep - Hypnotic),0.1638010909879828,frequent_cooccurrence,3.0
Electronica,Mainstage,0.1630623017619124,frequent_cooccurrence,5.0
Downtempo,Melodic House & Techno,0.16192339900845232,frequent_cooccurrence,5.0
Ambient - Experimental,Techno (Peak Time - Driving),0.16024143677287317,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Trance (Raw - Deep - Hypnotic),0.15812830083208285,frequent_cooccurrence,3.0
Dance - Pop,Progressive House,0.15786011379389697,frequent_cooccurrence,4.0
Downtempo,Trance (Raw - Deep - Hypnotic),0.15712357048459913,frequent_cooccurrence,3.0
Organic House,Psy-Trance,0.15649997825922224,frequent_cooccurrence,5.0
Amapiano,Trap - Future Bass,0.1358121361096799,frequent_cooccurrence,5.0
Dance - Pop,Trance (Raw - Deep - Hypnotic),0.132003459700462,frequent_cooccurrence,3.0
Funky House,UK Garage - Bassline,0.1306404523842556,frequent_cooccurrence,5.0
Downtempo,Minimal - Deep Tech,0.129895062618249,frequent_cooccurrence,6.0
Hard Techno,Psy-Trance,0.12972707115523163,frequent_cooccurrence,4.0
Funky House,Trance (Main Floor),0.12926020816071926,frequent_cooccurrence,5.0
Minimal - Deep Tech,Organic House,0.12862199511748962,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Psy-Trance,0.12615090168550802,frequent_cooccurrence,5.0
Organic House,Techno (Raw - Deep - Hypnotic),0.12169435638828008,frequent_cooccurrence,4.0
Ambient - Experimental,DJ Tools,0.12142013369272697,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),Progressive House,0.11703473519067453,frequent_cooccurrence,6.0
Downtempo,Techno (Raw - Deep - Hypnotic),0.11586996616010525,frequent_cooccurrence,4.0
Electronica,Hard Techno,0.11535730336645234,frequent_cooccurrence,5.0
Tech House,Techno (Raw - Deep - Hypnotic),0.1146168759318561,frequent_cooccurrence,3.0
Bass House,Electro (Classic - Detroit - Modern),0.11450714942982576,frequent_cooccurrence,4.0
Ambient - Experimental,Hard Dance - Hardcore - Neo Rave,0.11384370054803095,frequent_cooccurrence,5.0
Jackin House,Techno (Raw - Deep - Hypnotic),0.11330090655326086,frequent_cooccurrence,3.0
Nu Disco - Disco,Organic House,0.11224376574109696,frequent_cooccurrence,6.0
Breaks - Breakbeat - UK Bass,House,0.11222184270355273,frequent_cooccurrence,5.0
Downtempo,Nu Disco - Disco,0.11099134243284814,frequent_cooccurrence,7.0
Organic House,Tech House,0.11080001039071496,frequent_cooccurrence,4.0
Amapiano,Organic House,0.10850685008559535,frequent_cooccurrence,4.0
Electronica,Psy-Trance,0.10740833130129557,frequent_cooccurrence,4.0
Afro House,Indie Dance,0.1068937958486662,frequent_cooccurrence,5.0
Downtempo,Progressive House,0.10324697658933091,frequent_cooccurrence,6.0
Funky House,Hard Techno,0.10218609707573256,frequent_cooccurrence,5.0
Hard Techno,Techno (Raw - Deep - Hypnotic),0.09546448315331357,frequent_cooccurrence,3.0
Amapiano,Ambient - Experimental,0.0953527166416408,frequent_cooccurrence,5.0
Electronica,Techno (Raw - Deep - Hypnotic),0.09366648664403254,frequent_cooccurrence,3.0
Nu Disco - Disco,Progressive House,0.09110595133405897,frequent_cooccurrence,6.0
Hard Dance - Hardcore - Neo Rave,Melodic House & Techno,0.09058886482180861,frequent_cooccurrence,5.0
DJ Tools,Nu Disco - Disco,0.08618917306352303,frequent_cooccurrence,4.0
Amapiano,UK Garage - Bassline,0.08564281573741528,frequent_cooccurrence,5.0
Electro (Classic - Detroit - Modern),House,0.08507306026237527,frequent_cooccurrence,4.0
Electro (Classic - Detroit - Modern),UK Garage - Bassline,0.0805568156937374,frequent_cooccurrence,4.0
Bass House,Psy-Trance,0.07917473569762756,frequent_cooccurrence,4.0
Dubstep,Funky House,0.07736620679557538,frequent_cooccurrence,3.0
Hard Techno,Progressive House,0.07653646426932648,frequent_cooccurrence,4.0
Amapiano,Deep House,0.07270746276331164,frequent_cooccurrence,5.0
140 - Deep Dubstep - Grime,Downtempo,0.06632120258716112,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Minimal - Deep Tech,0.06551255603475203,frequent_cooccurrence,5.0
Amapiano,Melodic House & Techno,0.06498271223600871,frequent_cooccurrence,5.0
Funky House,Minimal - Deep Tech,0.0642108497192646,frequent_cooccurrence,4.0
Funky House,Mainstage,0.06101283175103178,frequent_cooccurrence,5.0
Mainstage,Progressive House,0.060579926023974884,frequent_cooccurrence,4.0
Amapiano,Bass - Club,0.05370905680440108,frequent_cooccurrence,5.0
Nu Disco - Disco,UK Garage - Bassline,0.053066150471894,frequent_cooccurrence,5.0
Indie Dance,Nu Disco - Disco,0.05254749339263076,frequent_cooccurrence,7.0
Ambient - Experimental,Dance - Pop,0.050713891592485294,frequent_cooccurrence,5.0
Dubstep,Techno (Peak Time - Driving),0.04869855283113589,frequent_cooccurrence,3.0
Amapiano,Indie Dance,0.04866863892235218,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Mainstage,0.04541534560488314,frequent_cooccurrence,5.0
Downtempo,Electro (Classic - Detroit - Modern),0.04501290198633878,frequent_cooccurrence,6.0
Ambient - Experimental,Organic House,0.044557719868732804,frequent_cooccurrence,6.0
140 - Deep Dubstep - Grime,Electro (Classic - Detroit - Modern),0.043726019973982067,frequent_cooccurrence,4.0
Electronica,Organic House,0.04208272905604393,frequent_cooccurrence,4.0
Bass - Club,House,0.03834197785714699,frequent_cooccurrence,5.0
Amapiano,Drum & Bass,0.03774777056881584,frequent_cooccurrence,3.0
Minimal - Deep Tech,Nu Disco - Disco,0.03630453087051899,frequent_cooccurrence,6.0
Deep House,Trance (Raw - Deep - Hypnotic),0.032130563876800244,frequent_cooccurrence,3.0
140 - Deep Dubstep - Grime,Minimal - Deep Tech,0.02786479215915949,frequent_cooccurrence,4.0
Ambient - Experimental,Dubstep,0.026850600080153386,frequent_cooccurrence,3.0
Deep House,Progressive House,0.02450752739941009,frequent_cooccurrence,5.0
Drum & Bass,Trance (Main Floor),0.02159231257996419,frequent_cooccurrence,3.0
Breaks - Breakbeat - UK Bass,Techno (Peak Time - Driving),0.02062424212808467,frequent_cooccurrence,5.0
Dance - Pop,Dubstep,0.015549347891106069,frequent_cooccurrence,3.0
Organic House,Trance (Main Floor),0.01270706738672156,frequent_cooccurrence,5.0
Ambient - Experimental,Nu Disco - Disco,0.012583119367099105,frequent_cooccurrence,7.0
Amapiano,House,0.012490855487799934,frequent_cooccurrence,5.0
Indie Dance,Melodic House & Techno,0.011470295641464734,frequent_cooccurrence,5.0
Psy-Trance,Tech House,0.011427585380010208,frequent_cooccurrence,4.0
Bass House,Dubstep,0.011368790173228338,frequent_cooccurrence,3.0
Funky House,Progressive House,0.0103707245665845,frequent_cooccurrence,4.0
Funky House,Trap - Future Bass,0.008000362063942168,frequent_cooccurrence,5.0
Ambient - Experimental,Psy-Trance,0.005663222310398064,frequent_cooccurrence,5.0
Amapiano,Jackin House,0.003402185750322362,frequent_cooccurrence,5.0
Dance - Pop,Drum & Bass,0.0024153649269993416,frequent_cooccurrence,3.0
Dance - Pop,Jackin House,0.0007472182178792641,frequent_cooccurrence,5.0
House,Techno (Raw - Deep - Hypnotic),-0.0027841212269597015,frequent_cooccurrence,3.0
Afro House,Psy-Trance,-0.003790116118064235,frequent_cooccurrence,4.0
Amapiano,Breaks - Breakbeat - UK Bass,-0.005874108188859362,frequent_cooccurrence,5.0
Afro House,Techno (Peak Time - Driving),-0.013209693361062369,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Trance (Raw - Deep - Hypnotic),-0.01562178059518926,frequent_cooccurrence,3.0
Ambient - Experimental,Techno (Raw - Deep - Hypnotic),-0.01698636708836654,frequent_cooccurrence,4.0
Bass House,Dance - Pop,-0.017630351678248113,frequent_cooccurrence,5.0
Jackin House,Trap - Future Bass,-0.018242702781282816,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Hard Dance - Hardcore - Neo Rave,-0.021053846345927774,frequent_cooccurrence,5.0
Dance - Pop,UK Garage - Bassline,-0.021064426011699666,frequent_cooccurrence,5.0
Amapiano,Electro (Classic - Detroit - Modern),-0.021208610165438735,frequent_cooccurrence,4.0
Dubstep,UK Garage - Bassline,-0.022319457907781448,frequent_cooccurrence,3.0
Funky House,Hard Dance - Hardcore - Neo Rave,-0.026269902904175524,frequent_cooccurrence,5.0
Techno (Raw - Deep - Hypnotic),Trance (Main Floor),-0.03025984044046881,frequent_cooccurrence,4.0
Indie Dance,Techno (Peak Time - Driving),-0.030669439515743857,frequent_cooccurrence,5.0
Bass - Club,Organic House,-0.03218413202679904,frequent_cooccurrence,6.0
Nu Disco - Disco,Trance (Main Floor),-0.039699681740881676,frequent_cooccurrence,6.0
Minimal - Deep Tech,Psy-Trance,-0.03985016244927553,frequent_cooccurrence,4.0
Breaks - Breakbeat - UK Bass,Deep House,-0.0416002983871675,frequent_cooccurrence,6.0
Nu Disco - Disco,Tech House,-0.04310836087326586,frequent_cooccurrence,5.0
Organic House,Techno (Peak Time - Driving),-0.04389075798620068,frequent_cooccurrence,4.0
Mainstage,Trap - Future Bass,-0.044698386115965105,frequent_cooccurrence,5.0
Indie Dance,UK Garage - Bassline,-0.045582485028472286,frequent_cooccurrence,5.0
140 - Deep Dubstep - Grime,Hard Dance - Hardcore - Neo Rave,-0.04757769172536164,frequent_cooccurrence,4.0
DJ Tools,Organic House,-0.0486614157942209,frequent_cooccurrence,4.0
Drum & Bass,Jackin House,-0.048947494080939125,frequent_cooccurrence,3.0
Amapiano,Dubstep,-0.05019535998168578,frequent_cooccurrence,3.0
Dance - Pop,Organic House,-0.05060251553158124,frequent_cooccurrence,4.0
140 - Deep Dubstep - Grime,Tech House,-0.053529564422067466,frequent_cooccurrence,4.0
House,Organic House,-0.054515810085844496,frequent_cooccurrence,4.0
Breaks - Breakbeat - UK Bass,Indie Dance,-0.057260686024066754,frequent_cooccurrence,6.0
DJ Tools,Downtempo,-0.05800827023770205,frequent_cooccurrence,4.0
Dubstep,Melodic House & Techno,-0.05828079248858087,frequent_cooccurrence,3.0
Tech House,Trap - Future Bass,-0.058623668073192636,frequent_cooccurrence,5.0
Amapiano,Progressive House,-0.05931172577586685,frequent_cooccurrence,4.0
House,Progressive House,-0.06255172433675571,frequent_cooccurrence,4.0
Amapiano,Minimal - Deep Tech,-0.06323523359494843,frequent_cooccurrence,4.0
Electronica,Indie Dance,-0.0639935110946026,frequent_cooccurrence,5.0
Afro House,Mainstage,-0.06616599160645609,frequent_cooccurrence,5.0
Funky House,Techno (Raw - Deep - Hypnotic),-0.06673209269889879,frequent_cooccurrence,3.0
Drum & Bass,Techno (Peak Time - Driving),-0.06677826161282185,frequent_cooccurrence,3.0
Bass - Club,DJ Tools,-0.0672047798152442,frequent_cooccurrence,4.0
Bass - Club,Psy-Trance,-0.069327401247949,frequent_cooccurrence,5.0
Downtempo,UK Garage - Bassline,-0.06949713936689794,frequent_cooccurrence,5.0
Bass House,Techno (Peak Time - Driving),-0.06985712544922063,frequent_cooccurrence,5.0
140 - Deep Dubstep - Grime,Jackin House,-0.07046354110227959,frequent_cooccurrence,4.0
Bass House,Mainstage,-0.07243011752068251,frequent_cooccurrence,5.0
Electronica,Hard Dance - Hardcore - Neo Rave,-0.07413237894192015,frequent_cooccurrence,5.0
Hard Dance - Hardcore - Neo Rave,Techno (Raw - Deep - Hypnotic),-0.0763079172809189,frequent_cooccurrence,3.0
Downtempo,Tech House,-0.07672446941832645,frequent_cooccurrence,5.0
Bass House,Downtempo,-0.07864101352344788,frequent_cooccurrence,5.0
Bass - Club,Nu Disco - Disco,-0.08038818380232504,frequent_cooccurrence,7.0
Minimal - Deep Tech,Trance (Raw - Deep - Hypnotic),-0.08084445336552548,frequent_cooccurrence,3.0
Breaks - Breakbeat - UK Bass,Psy-Trance,-0.0816098243790182,frequent_cooccurrence,5.0
Breaks - Breakbeat - UK Bass,Techno (Raw - Deep - Hypnotic),-0.08171078131973242,frequent_cooccurrence,4.0
Breaks - Breakbeat - UK Bass,Dance - Pop,-0.08510754728942382,frequent_cooccurrence,5.0
Melodic House & Techno,Nu Disco - Disco,-0.0854334893448041,frequent_cooccurrence,5.0
Jackin House,Organic House,-0.09531657518793923,frequent_cooccurrence,4.0
Drum & Bass,Tech House,-0.09765948143500158,frequent_cooccurrence,3.0
Afro House,Deep House,-0.0998780960012231,frequent_cooccurrence,5.0
DJ Tools,Minimal - Deep Tech,-0.10141901622274752,frequent_cooccurrence,3.0
Dance - Pop,Psy-Trance,-0.10461047487851372,frequent_cooccurrence,4.0
Electro (Classic - Detroit - Modern),Funky House,-0.1047658850605735,frequent_cooccurrence,4.0
Drum & Bass,Melodic House & Techno,-0.10521139398858126,frequent_cooccurrence,3.0
Breaks - Breakbeat - UK Bass,Trance (Main Floor),-0.10801199369259562,frequent_cooccurrence,6.0
140 - Deep Dubstep - Grime,Psy-Trance,-0.11178844840986879,frequent_cooccurrence,4.0
Hard Techno,Trap - Future Bass,-0.11181440849163948,frequent_cooccurrence,5.0
Amapiano,Tech House,-0.11322747928105015,frequent_cooccurrence,5.0
Amapiano,Bass House,-0.11795186659874335,frequent_cooccurrence,5.0
Funky House,Organic House,-0.11888467612390308,frequent_cooccurrence,4.0
